year,state,county,rural,metro,overdosedeaths,percapitapills,totaldoses,PCT_MEN,PCT_WHITE,PCT_BLACK,POP_DENSITY,NP_PC,MD_PC,NP_RX,PDMP_LAW
2006,AR,"PULASKI, AR",0,1,48,29.62973873,10883566,47.9376237,61.65621708,34.5473553,4.834671475,81.12839249,699.1198386,0,0
2006,AR,"STONE, AR",1,0,3.674837943,34.03722561,407800,49.30306318,96.92012353,0.559218763,0.197575858,8.346548702,83.46548702,0,0
2006,AR,"GARLAND, AR",0,1,45,47.13862385,4485900,48.5919045,89.23017107,8.107057291,1.404054413,52.5408768,295.2797276,0,0
2006,AR,"BOONE, AR",0,0,11,34.04834501,1239530,48.3285263,97.39046834,0.44499382,0.616793453,24.72187886,195.0281555,0,0
2006,AR,"MILLER, AR",0,1,8.829776343,30.10474974,1296160,49.00243874,73.86598537,23.66275694,0.688241312,30.19393799,123.0983626,0,0
2006,AR,"WOODRUFF, AR",1,0,2.424899662,41.01201771,324200,47.65338393,68.72865275,29.86717268,0.134715997,37.95066414,50.60088552,0,0
2006,AR,"FULTON, AR",1,0,3.566374172,51.11347397,600890,48.93671317,97.68628785,0.263695134,0.190168071,59.54406261,76.55665192,0,0
2006,AR,"GREENE, AR",0,0,15,52.19799955,2092670,49.06338081,97.68277169,0.446484248,0.693976112,54.87515901,107.2559926,0,0
2006,AR,"CLARK, AR",0,0,4.114314738,30.46567451,698060,48.75834679,75.02291276,21.97878933,0.264562911,17.45733863,100.3796971,0,0
2006,AR,"RANDOLPH, AR",0,0,4.803972326,24.22430616,446890,49.16522116,96.99696444,1.160017346,0.282862356,21.68256722,102.9921943,0,0
2006,AR,"HOT SPRING, AR",0,0,8.646797841,22.67759218,719560,49.67538607,86.98392688,10.90135518,0.51576723,22.06114088,40.9706902,0,0
2006,AR,"DESHA, AR",0,0,2.590672954,23.46167407,332710,46.74564558,51.52669064,46.84436923,0.18461238,35.2584444,63.46519992,0,0
2006,AR,"CRITTENDEN, AR",0,1,9.296850286,32.90209857,1713640,47.9849471,49.55167713,48.92959315,0.854155733,32.6402089,97.92062669,0,0
2006,AR,"MISSISSIPPI, AR",0,0,9.873715767,35.09144096,1667440,47.89443778,63.56672349,34.32455753,0.527632499,16.83607972,86.28490856,0,0
2006,AR,"SEBASTIAN, AR",0,1,32,52.84228986,6358090,49.05088014,85.69920713,6.719469424,2.262074411,30.75081864,344.9078307,0,0
2006,AR,"INDEPENDENCE, AR",0,0,10,44.00326563,1536110,49.2222636,95.00988284,2.197141138,0.456953989,34.37508952,229.1672635,0,0
2006,AR,"FAULKNER, AR",0,1,17,21.82062869,2197010,48.75105527,87.93365447,9.637979838,1.554068655,25.82311168,140.0407211,0,0
2006,AR,"CLAY, AR",0,0,4.678687117,26.25750136,433170,48.34212281,97.82990847,0.345517367,0.257983298,54.5553737,54.5553737,0,0
2006,AR,"ST. FRANCIS, AR",0,0,6.084478763,17.68658072,487000,51.8104231,48.36753223,49.96186672,0.433779164,25.42218994,76.26656982,0,0
2006,AR,"HOWARD, AR",0,0,2.146088333,35.57474853,512810,49.28199792,77.07249393,21.20013874,0.244923966,6.937218176,69.37218176,0,0
2006,AR,"DREW, AR",0,0,1.767687939,23.50573775,432200,48.86060804,70.593354,27.79137434,0.221968709,5.438625116,43.50900092,0,0
2006,AR,"CROSS, AR",0,0,3.673502722,20.22355164,385380,48.71956339,75.53001679,23.09508816,0.309159934,31.4861461,73.46767422,0,0
2006,AR,"MONROE, AR",0,0,1.22686219,20.3375481,184970,46.46509071,58.73556899,39.27432655,0.14980564,32.98515668,54.97526113,0,0
2006,AR,"SCOTT, AR",0,0,2.338449709,61.14235655,697940,50.20586947,93.39465615,0.420499343,0.12792496,8.760402979,35.04161191,0,0
2006,AR,"PIKE, AR",1,0,3.35311831,57.35795193,622850,49.23105258,93.81158486,3.996684778,0.18079651,36.8358044,64.4626577,0,0
2006,AR,"DALLAS, AR",0,0,1.004936295,26.44311377,220800,48.40718563,56.74251497,41.82035928,0.125114251,11.9760479,35.92814371,0,0
2006,AR,"CLEBURNE, AR",0,0,4.87908353,30.93662939,788420,48.66784383,97.93604081,0.51402786,0.460275605,19.61938395,145.1834412,0,0
2006,AR,"SALINE, AR",0,1,24,31.78535268,2988586,49.63945376,94.0887433,3.761805496,1.299391929,12.76269889,124.4363141,0,0
2006,AR,"HEMPSTEAD, AR",0,0,3.225288348,30.25313745,706320,48.89707457,68.82683,28.73602604,0.32091214,21.41602776,85.66411102,0,0
2006,AR,"POINSETT, AR",0,1,6.65614617,44.67910388,1120820,48.77620984,91.41752372,7.494219884,0.330779678,23.91772303,35.87658455,0,0
2006,AR,"CRAWFORD, AR",0,1,22,44.43956792,2612380,49.5636642,93.37075785,1.269031215,0.991164916,13.60891384,79.9523688,0,0
2006,AR,"NEVADA, AR",0,0,1.720936818,15.42603738,146100,48.48484848,66.08594657,32.64702777,0.153292114,21.11709429,42.23418858,0,0
2006,AR,"SEARCY, AR",1,0,3.834909821,24.13498452,194890,49.53560372,97.49845201,0.123839009,0.121229864,49.53560372,61.91950464,0,0
2006,AR,"CONWAY, AR",0,0,4.750566671,39.07026191,808520,48.83541123,85.48854741,12.31274766,0.374721593,4.832318546,91.81405238,0,0
2006,AR,"CRAIGHEAD, AR",0,1,24,43.0442863,3798400,48.70246136,87.51983138,10.36671048,1.247776474,46.46208241,339.9664566,0,0
2006,AR,"CLEVELAND, AR",0,1,1.761302526,2.133664484,18900,48.82592007,85.01919169,13.58094378,0.148181605,0,11.28923007,0,0
2006,AR,"OUACHITA, AR",0,0,5.169206268,29.366155,784370,47.49157619,58.30774991,39.99251217,0.364502306,7.487832273,89.85398727,0,0
2006,AR,"PHILLIPS, AR",0,0,4.718140233,43.79195062,1021710,45.55741288,37.0065578,61.36899404,0.335379352,42.861429,115.7258583,0,0
2006,AR,"COLUMBIA, AR",0,0,4.090704527,24.61579378,601610,47.92553191,61.71849427,36.66939444,0.319039227,36.82487725,102.2913257,0,0
2006,AR,"NEWTON, AR",1,0,2.082737866,7.815955297,65740,51.20675306,97.78861015,0.214005469,0.102460714,47.5567709,35.66757817,0,0
2006,AR,"PERRY, AR",0,1,2.646657309,19.34492364,201400,50.08164441,95.70646432,2.017097301,0.188810301,0,9.605225243,0,0
2007,AR,"CLEVELAND, AR",0,1,1.737548828,2.496293762,21890,48.78549436,84.3197628,14.22054966,0.146692763,0,11.40380887,0,0
2007,AR,"CLEBURNE, AR",0,0,5.70067103,38.56693037,979870,48.54174047,97.44558586,1.027275948,0.458866875,19.67961585,157.4369268,0,0
2007,AR,"LITTLE RIVER, AR",0,0,3.528902816,41.59459881,532910,48.58726194,75.41367468,21.00374649,0.24071395,7.805182641,85.85700905,0,0
2007,AR,"BRADLEY, AR",0,0,1.364063505,23.29910677,279100,49.71199599,70.2896736,28.68352951,0.184510882,16.69588446,108.523249,0,0
2007,AR,"CLARK, AR",0,0,3.995950797,36.00551198,849190,48.9760441,74.88658045,22.32775069,0.272322099,16.95993216,97.51960992,0,0
2007,AR,"CLAY, AR",0,0,4.795793337,30.69170695,495180,48.38849634,97.58274451,0.56402628,0.252306634,55.78281889,43.38663692,0,0
2007,AR,"LINCOLN, AR",0,1,3.167278008,11.63231117,159700,60.1864666,66.06453493,32.45684318,0.244497079,0,0,0,0
2007,AR,"BOONE, AR",0,0,9.759443081,40.80960951,1496570,48.2438918,97.02225131,0.864419721,0.621317114,24.54188482,190.8813264,0,0
2007,AR,"IZARD, AR",1,0,5.727011003,64.10540915,831960,51.086454,95.93928186,1.849283403,0.223535086,23.11604253,61.64278009,0,0
2007,AR,"LEE, AR",0,0,2.178643878,16.55769408,179800,53.94603555,42.90450318,56.11934801,0.180196475,9.2089511,64.4626577,0,0
2007,AR,"GRANT, AR",0,1,4.629961925,21.73310424,379460,49.49599084,94.80526919,3.734249714,0.276348902,11.45475372,51.54639175,0,0
2007,AR,"ARKANSAS, AR",0,0,5.313456699,44.20276403,857180,47.59179043,73.56126238,25.00515677,0.196122455,36.09735974,118.6056106,0,0
2007,AR,"BENTON, AR",0,1,45,28.638944,5816770,49.67677136,92.75357324,1.853210377,2.396938727,24.12521479,128.5036951,0,0
2007,AR,"JOHNSON, AR",0,0,5.937064507,38.95946983,964130,49.64642179,95.76918414,1.555744131,0.375068202,20.20446923,109.1041338,0,0
2007,AR,"LAWRENCE, AR",0,0,4.191944384,37.80189798,637340,48.55871886,97.12930012,0.984578885,0.286925001,11.8623962,59.31198102,0,0
2007,AR,"DALLAS, AR",0,0,1.048636225,29.03139775,239480,48.49072615,56.67353619,41.88386471,0.123600893,12.12268154,36.36804461,0,0
2007,AR,"BAXTER, AR",0,0,12,37.59213349,1576990,47.89749702,97.52562574,0.569725864,0.756837699,50.05959476,257.4493445,0,0
2007,AR,"JACKSON, AR",0,0,4.32816701,34.20175388,588920,48.2432197,78.83152332,19.72239967,0.271618765,23.23015274,121.9583019,0,0
2007,AR,"LAFAYETTE, AR",1,0,1.602221944,29.72036082,230630,48.40206186,62.37113402,36.17268041,0.14689458,25.77319588,38.65979381,0,0
2007,AR,"GREENE, AR",0,0,10,67.32777186,2719840,49.05809837,97.3463376,0.782236305,0.699272979,54.45948957,113.8698418,0,0
2007,AR,"ASHLEY, AR",0,0,5.511297445,34.38860521,767760,48.47711189,71.43688972,27.30448804,0.24127087,13.43724805,85.10257099,0,0
2007,AR,"POINSETT, AR",0,1,6.680416306,50.99396378,1267200,48.59959759,91.138833,7.69416499,0.327667823,24.14486922,32.19315895,0,0
2007,AR,"FRANKLIN, AR",0,1,3.189017603,40.22580823,730380,49.52910723,95.78124139,1.244699014,0.298213054,5.507517762,38.55262433,0,0
2007,AR,"CONWAY, AR",0,0,4.728243194,37.40597878,775800,48.89103182,85.6027001,12.31918997,0.37555455,4.821600771,81.96721311,0,0
2007,AR,"CALHOUN, AR",1,0,1.581708199,33.86449864,187440,47.66034327,75.14001807,23.52303523,0.088055617,18.06684734,18.06684734,0,0
2007,AR,"PIKE, AR",1,0,3.66051983,66.84366602,721310,49.26327495,93.67991845,4.105272913,0.179664347,37.06792698,55.60189046,0,0
2007,AR,"JEFFERSON, AR",0,1,11.57468347,19.05692148,1505230,49.16314284,45.08773707,52.53842453,0.907103072,20.25675436,243.0810523,0,0
2007,AR,"GARLAND, AR",0,1,43,52.93563416,5101460,48.45648587,88.96244721,8.309553704,1.421862551,51.88282782,301.9580579,0,0
2007,AR,"CRAWFORD, AR",0,1,34,50.51972692,2982230,49.42657248,93.26286189,1.489048127,0.995312684,13.55220139,84.70125866,0,0
2007,AR,"CHICOT, AR",0,0,2.706785012,46.11377489,567430,49.11011784,43.54327509,54.71759447,0.190982462,40.63388866,162.5355547,0,0
2007,AR,"COLUMBIA, AR",0,0,3.988496706,26.93770276,655960,48.01856187,61.17202579,37.17711798,0.317877423,36.95946778,114.9850109,0,0
2007,AR,"FULTON, AR",1,0,3.674765028,58.54322668,688000,48.69809394,97.18345813,0.638189244,0.190103366,59.56432948,93.60108918,0,0
2007,AR,"CRAIGHEAD, AR",0,1,25,46.76561954,4281486,48.68708494,86.73649948,11.14557847,1.29455183,44.78329256,332.0517302,0,0
2007,AR,"CARROLL, AR",0,0,5.537588282,49.2190747,1350030,49.78672208,96.96306829,0.437493164,0.435318764,14.58310547,113.0190674,0,0
2007,AR,"LONOKE, AR",0,1,13,25.4247821,1616050,49.32978824,90.73975017,6.952267078,0.824698662,12.58613637,48.77127844,0,0
2007,AR,"SEVIER, AR",0,0,3.358474764,36.35099541,593430,49.52526799,91.6202144,4.569678407,0.288871587,12.25114855,79.63246554,0,0
2007,AR,"HOT SPRING, AR",0,0,8.796507107,26.66248038,849200,50.18838305,86.60282575,11.29984301,0.517717815,21.97802198,43.95604396,0,0
2007,AR,"CRITTENDEN, AR",0,1,9.335634029,36.41959196,1897570,47.89743393,49.45396618,48.76878491,0.854483731,32.62767979,97.88303936,0,0
2007,AR,"LOGAN, AR",0,0,6.78172428,39.70927917,897390,49.68361432,95.27412717,1.424841807,0.319140824,26.54984734,53.09969468,0,0
2007,AR,"YELL, AR",0,0,4.198665146,33.93876802,739390,50.29376664,95.3364546,1.67079776,0.234263102,9.180207473,73.44165978,0,0
2007,AR,"STONE, AR",1,0,3.746208991,38.70186284,463300,48.80126974,96.83401554,0.609807034,0.19741095,8.353521009,58.47464706,0,0
2007,AR,"INDEPENDENCE, AR",0,0,12,48.86246601,1688980,49.23335069,94.70288723,2.395417462,0.452464167,34.71619511,231.4413007,0,0
2007,AR,"FAULKNER, AR",0,1,18,24.07962619,2525110,48.78653507,87.0385734,10.45630096,1.618586775,24.79378248,138.2730177,0,0
2007,AR,"MADISON, AR",0,1,3.553439745,21.51361868,331740,50.0843061,96.45265888,0.719844358,0.184834464,6.485084306,58.36575875,0,0
2007,AR,"SHARP, AR",0,0,5.622302832,44.96862394,802600,47.87651277,96.70551322,1.05333931,0.295281583,33.61721201,61.63155536,0,0
2007,AR,"HOWARD, AR",0,0,2.18350043,39.48060299,552610,49.26055583,76.35921983,21.79752804,0.237821765,7.144388083,71.44388083,0,0
2007,AR,"CROSS, AR",0,0,3.73397554,24.2312015,452760,48.5094996,75.09767193,23.5001338,0.30314092,32.11131924,74.92641156,0,0
2007,AR,"MISSISSIPPI, AR",0,0,10.0897863,40.56810389,1893070,47.85273444,63.80936053,33.86764958,0.51816072,17.14383679,83.57620435,0,0
2007,AR,"UNION, AR",0,0,11,42.48762433,1836740,47.95512376,64.89937543,33.14133703,0.415989069,32.38491788,238.2604673,0,0
2007,AR,"WHITE, AR",0,0,15,29.3878079,2158270,48.97400635,93.45324819,4.35451587,0.709520037,27.23274465,145.6951839,0,0
2007,AR,"DESHA, AR",0,0,2.529177805,29.36951953,405270,46.59033263,50.5688818,47.77882455,0.179639393,36.23450975,65.22211754,0,0
2007,AR,"DREW, AR",0,0,1.844719982,28.59962657,536100,49.04241131,70.13603628,28.14083756,0.226290502,5.334755935,48.01280341,0,0
2007,AR,"MARION, AR",1,0,4.986154466,31.50520176,523900,49.42570209,97.11347646,0.529195983,0.278538048,18.04077215,48.10872572,0,0
2007,AR,"SEBASTIAN, AR",0,1,38,61.90439039,7537850,49.09416422,85.58382471,6.65949444,2.289221861,30.38615049,339.9963865,0,0
2007,AR,"HEMPSTEAD, AR",0,0,3.291246764,34.73434944,806740,48.97959184,68.39748558,29.0148971,0.319248955,21.52759838,81.80487385,0,0
2007,AR,"SCOTT, AR",0,0,2.440587271,63.61464968,719100,50.29193206,93.19709837,0.8492569,0.126681011,8.846426044,44.23213022,0,0
2007,AR,"PHILLIPS, AR",0,0,5.101466061,54.17653733,1193780,45.53664624,36.827774,61.41139097,0.316749562,45.38234627,108.917631,0,0
2007,AR,"VAN BUREN, AR",1,0,5.897835189,34.68346762,572520,48.95498879,96.59538378,0.848125038,0.233103624,42.40625189,84.81250379,0,0
2007,AR,"WOODRUFF, AR",1,0,2.315237642,46.89501896,358700,47.15649104,68.98941038,29.49405151,0.130353278,39.22081318,65.36802196,0,0
2007,AR,"SALINE, AR",0,1,26,35.14374506,3381250,49.55618842,93.21810169,4.495281254,1.32962963,12.47245666,116.4095955,0,0
2007,AR,"SEARCY, AR",1,0,3.754583361,26.19018177,211800,49.59812044,97.04463954,0.395696797,0.12141002,49.46209967,86.55867442,0,0
2007,AR,"MILLER, AR",0,1,9.031862171,37.22821246,1588230,48.93113309,73.44709578,23.897145,0.681959142,30.47208288,112.512306,0,0
2007,AR,"RANDOLPH, AR",0,0,5.00179304,24.6133009,445230,48.93581735,96.92630881,1.183039416,0.277357825,22.11288628,82.92332357,0,0
2007,AR,"ST. FRANCIS, AR",0,0,6.241909883,20.67137546,556060,51.89962825,48.39033457,49.91821561,0.423775541,26.02230483,74.34944238,0,0
2007,AR,"OUACHITA, AR",0,0,5.117004391,35.81824459,933710,47.39911002,58.39726868,39.76906552,0.35574115,7.672241829,95.90302286,0,0
2007,AR,"NEWTON, AR",1,0,2.017200527,9.026262142,75270,50.70152296,97.39776952,0.43170644,0.101583628,47.96738218,35.97553664,0,0
2007,AR,"WASHINGTON, AR",0,1,18,27.45645729,5334570,50.296461,90.47104358,3.426800898,2.062613459,49.92485537,251.1683446,0,0
2007,AR,"POPE, AR",0,0,12.18209299,31.63582707,1865280,49.35805024,93.86543647,3.249605672,0.725629192,20.35243636,166.2115636,0,0
2007,AR,"PULASKI, AR",0,1,53,33.35782044,12472856,47.98976227,61.24452075,34.51516537,4.921435717,79.69810998,700.7015038,0,0
2007,AR,"PERRY, AR",0,1,2.752420167,20.58512174,213900,49.87970359,95.16889616,2.444423058,0.188447588,0,28.87113849,0,0
2007,AR,"NEVADA, AR",0,0,1.731017385,18.13673208,170050,48.80546075,66.04095563,32.59385666,0.1517545,21.33105802,31.99658703,0,0
2007,AR,"PRAIRIE, AR",1,0,1.666235537,18.21375443,159170,49.52511729,83.819659,14.852958,0.134869436,57.2147843,22.88591372,0,0
2007,AR,"MONROE, AR",0,0,1.309074579,23.27134986,202740,46.67125803,59.07943067,38.7855831,0.143497167,34.43526171,68.87052342,0,0
2007,AR,"POLK, AR",0,0,4.007110415,50.40253503,1017980,49.13105907,95.76174679,0.534732881,0.235484097,29.70738228,138.6344507,0,0
2008,AR,"CLAY, AR",0,0,5.661398534,39.15809404,620460,48.299148,97.45029978,0.593247081,0.247787195,56.80025245,44.17797412,0,0
2008,AR,"BAXTER, AR",0,0,12,43.32470616,1824620,47.82381574,97.36910839,0.676718509,0.759814534,49.86346907,263.5640508,0,0
2008,AR,"CLARK, AR",0,0,4.428904051,38.52896852,920380,48.92833222,74.92883456,22.36687877,0.275820661,16.74480911,104.6550569,0,0
2008,AR,"CLEBURNE, AR",0,0,6.690155194,40.37957239,1025520,48.53722881,97.32251841,1.126117258,0.458686268,19.68736465,157.4989172,0,0
2008,AR,"ASHLEY, AR",0,0,10,33.77232042,750860,48.49098187,71.49282598,27.14883282,0.240265845,13.49345567,76.46291549,0,0
2008,AR,"CLEVELAND, AR",0,1,1.659718577,1.890363531,16380,48.7016734,84.20080785,14.24120023,0.144952993,0,23.0813618,0,0
2008,AR,"LINCOLN, AR",0,1,3.189636699,12.03835697,163830,60.34242046,66.14005438,32.46381071,0.242360023,0,0,0,0
2008,AR,"ARKANSAS, AR",0,0,5.279062199,48.91817426,940990,47.52027449,73.53919734,24.89602828,0.194544737,36.39010189,114.3688917,0,0
2008,AR,"CALHOUN, AR",1,0,1.920772689,36.9825207,201000,47.45170193,75.27138914,23.34866605,0.08646473,18.39926403,18.39926403,0,0
2008,AR,"COLUMBIA, AR",0,0,4.22324177,34.78257268,839860,48.18189348,61.27308871,37.14072724,0.315201358,37.27325437,99.39534498,0,0
2008,AR,"LEE, AR",0,0,2.311632571,15.25690966,164500,53.75626043,42.07011686,56.75199406,0.178918722,9.274717121,64.92301985,0,0
2008,AR,"CHICOT, AR",0,0,2.432031349,48.9477195,587030,48.92854165,44.01734345,54.2816643,0.186139997,41.69098641,158.4257484,0,0
2008,AR,"LAWRENCE, AR",0,0,4.787012597,45.32590001,764240,48.54990807,97.15319376,0.996382184,0.286942019,11.86169266,53.37761699,0,0
2008,AR,"CARROLL, AR",0,0,5.649176753,57.71455529,1590440,49.73690895,96.65420764,0.500780201,0.43735022,14.51536815,116.1229452,0,0
2008,AR,"BOONE, AR",0,0,10.92310564,44.88571351,1655430,48.20639354,96.90897752,0.91646105,0.624858106,24.40280903,178.9539329,0,0
2008,AR,"LAFAYETTE, AR",1,0,1.677938667,30.92719014,238294,48.3192732,62.07657365,36.48280337,0.145853446,25.95717067,51.91434134,0,0
2008,AR,"JACKSON, AR",0,0,4.654698907,42.15044875,713860,48.18729334,78.60179499,19.76263581,0.26715462,23.61832782,106.2824752,0,0
2008,AR,"JOHNSON, AR",0,0,6.529905371,44.00627741,1093600,49.66399742,95.71848215,1.597521227,0.376644438,20.11991469,112.6715223,0,0
2008,AR,"GRANT, AR",0,1,4.661890219,25.90163934,458200,49.74561899,94.58451102,3.730921425,0.279989237,11.3058225,62.18202374,0,0
2008,AR,"IZARD, AR",1,0,7.238101445,88.08497537,1144400,51.13146552,96.0591133,1.870381773,0.223776224,23.091133,46.18226601,0,0
2008,AR,"SEVIER, AR",0,0,3.391375555,38.62824626,638100,49.46425328,91.53701798,4.564440947,0.292304426,12.10727042,72.6436225,0,0
2008,AR,"JEFFERSON, AR",0,1,13.20633272,21.0460235,1649440,49.12278463,44.36094063,53.09098797,0.900063164,20.41519401,236.0506807,0,0
2008,AR,"DALLAS, AR",0,0,1.445036973,31.61836935,257500,48.48968566,56.26227898,42.17829077,0.1220276,12.27897839,36.83693517,0,0
2008,AR,"BRADLEY, AR",0,0,1.512431759,28.69981522,341700,49.81521922,70.65345204,28.3134554,0.183386473,16.79825298,100.7895179,0,0
2008,AR,"LITTLE RIVER, AR",0,0,3.999531327,49.98126025,640110,48.72335442,75.54462403,20.8323573,0.240620009,7.808229874,78.08229874,0,0
2008,AR,"SHARP, AR",0,0,6.035334412,40.37221538,721290,47.76670771,96.27784619,1.438486511,0.295579379,33.58334266,55.97223777,0,0
2008,AR,"GREENE, AR",0,0,15.36958751,76.11223085,3096550,49.02418641,97.06272736,0.921738275,0.704240956,54.07531216,115.5245305,0,0
2008,AR,"CROSS, AR",0,0,3.844965676,28.91429179,543820,48.42620162,75.36686516,23.13377286,0.305136442,31.90131859,69.11952361,0,0
2008,AR,"UNION, AR",0,0,10,48.45740865,2093990,47.86985398,64.82539976,33.08495129,0.415825483,32.39765811,238.354199,0,0
2008,AR,"WHITE, AR",0,0,18,33.81855835,2531150,48.97588349,93.29814951,4.3757098,0.723084206,26.72189191,145.6343109,0,0
2008,AR,"FRANKLIN, AR",0,1,3.707840855,46.43387407,844400,49.33186692,95.52928238,1.303271927,0.29867293,5.499037668,43.99230135,0,0
2008,AR,"CONWAY, AR",0,0,5.016736414,43.84485666,910000,48.9376054,86.04673573,11.87183811,0.375826166,4.818116117,81.90797398,0,0
2008,AR,"BENTON, AR",0,1,48,31.76823601,6664690,49.59125987,91.9915535,2.078258839,2.475819014,23.35657869,133.9428288,0,0
2008,AR,"YELL, AR",0,0,4.4720541,42.18329086,927020,50.20476884,95.34947215,1.715507827,0.236306157,9.100837277,72.80669822,0,0
2008,AR,"SEBASTIAN, AR",0,1,32,68.23257602,8343070,49.0840244,85.356658,6.547589839,2.298772349,30.25990808,346.7621898,0,0
2008,AR,"GARLAND, AR",0,1,44,57.93822398,5646949,48.41225055,88.89139691,8.235776946,1.438003482,51.30046683,302.6727543,0,0
2008,AR,"CRAWFORD, AR",0,1,34,59.01879964,3522360,49.38004759,92.95767568,1.469454777,1.006289096,13.40437653,80.42625917,0,0
2008,AR,"VAN BUREN, AR",1,0,6.170776725,38.19004525,633000,48.93514329,96.59728507,0.838612368,0.234063886,42.23227753,66.36500754,0,0
2008,AR,"WOODRUFF, AR",1,0,2.199700142,55.45503428,412530,47.11654792,68.78612717,29.53353945,0.126774485,40.32800108,67.21333513,0,0
2008,AR,"FULTON, AR",1,0,3.817423487,67.26557153,786200,48.73374401,97.09103354,0.69301848,0.189068086,59.89048597,102.6694045,0,0
2008,AR,"CRAIGHEAD, AR",0,1,29,51.43782383,4765200,48.71006045,86.4529361,11.37197755,1.309936228,44.25734024,336.7875648,0,0
2008,AR,"MILLER, AR",0,1,8.926310492,45.49969926,1966770,48.92194513,73.56452135,23.76578911,0.690974775,30.0744922,104.1040115,0,0
2008,AR,"RANDOLPH, AR",0,0,5.157376004,27.60174258,500530,48.93018639,96.8457042,1.202161685,0.278047808,22.05801257,66.17403772,0,0
2008,AR,"HOT SPRING, AR",0,0,9.24296161,30.47729481,972500,50.26168166,86.56491899,11.2507443,0.518676853,21.93738444,40.74085681,0,0
2008,AR,"DESHA, AR",0,0,2.548624838,32.1879155,435760,46.66863643,50.41365047,47.84310829,0.176241619,36.93307726,59.09292362,0,0
2008,AR,"CRITTENDEN, AR",0,1,10.01103395,37.02192031,1945650,47.81938577,49.10568177,48.87163679,0.861880084,32.34768048,104.6542604,0,0
2008,AR,"WASHINGTON, AR",0,1,21,31.427353,6153570,50.26684984,90.08544302,3.490242744,2.07865431,49.53958826,258.4230068,0,0
2008,AR,"SALINE, AR",0,1,29,39.20322985,3850110,49.50360965,92.79903064,4.825423332,1.35722775,12.21883941,119.1336843,0,0
2008,AR,"STONE, AR",1,0,4.135536008,49.59387924,599590,48.91645988,96.87344913,0.595533499,0.199373351,8.271298594,66.17038875,0,0
2008,AR,"INDEPENDENCE, AR",0,0,12,54.13585058,1875320,49.17583211,94.5267169,2.456626541,0.453445906,34.6410323,213.6196992,0,0
2008,AR,"FAULKNER, AR",0,1,20,28.30083409,3023180,48.82001067,86.75566123,10.63535007,1.648808421,24.33932767,143.2275821,0,0
2008,AR,"ST. FRANCIS, AR",0,0,6.503384165,23.81568955,627210,51.96688943,48.23435601,49.96202916,0.414890433,26.57958688,75.94167679,0,0
2008,AR,"HOWARD, AR",0,0,2.410467105,43.70642721,618140,49.16212968,76.34872375,21.60786255,0.240302438,7.07063565,63.63572085,0,0
2008,AR,"DREW, AR",0,0,2.165087512,31.38189609,585900,48.95554365,70.17675415,28.12533476,0.225385098,5.356186395,53.56186395,0,0
2008,AR,"MARION, AR",1,0,5.380274141,35.12161679,589130,49.32037677,97.16227495,0.536544652,0.280966818,17.88482175,47.69285799,0,0
2008,AR,"POPE, AR",0,0,13.0110553,36.17994396,2169060,49.36449159,93.80004003,3.332666133,0.737825365,20.01601281,151.7880971,0,0
2008,AR,"SCOTT, AR",0,0,2.884375285,69.10206259,777260,50.37339972,93.44772404,0.844594595,0.126053434,8.890469417,26.67140825,0,0
2008,AR,"PIKE, AR",1,0,3.855361151,68.66239638,728920,49.17106255,93.77354936,4.050489827,0.176750691,37.67897513,56.5184627,0,0
2008,AR,"MISSISSIPPI, AR",0,0,10.78930857,44.83314818,2098550,47.87429499,63.53187489,34.12664502,0.519759708,17.09109554,72.63715604,0,0
2008,AR,"MADISON, AR",0,1,3.689221616,24.66679445,386060,50.02875216,96.38361766,0.728387962,0.187603385,6.389368091,63.89368091,0,0
2008,AR,"PULASKI, AR",0,1,71,38.08159301,14349030,47.95367267,61.2226212,34.40977502,4.959421396,79.08767851,701.9694955,0,0
2008,AR,"HEMPSTEAD, AR",0,0,3.812646472,40.99039301,938680,48.95196507,68.97379913,28.68122271,0.314767979,21.83406114,82.96943231,0,0
2008,AR,"POINSETT, AR",0,1,11,55.3501072,1368310,48.63880911,90.84583957,7.71813438,0.325966851,24.27086283,28.31600663,0,0
2008,AR,"LONOKE, AR",0,1,16,30.92422547,2017280,49.33699201,90.61517943,7.111431331,0.846379407,12.26373155,41.39009397,0,0
2008,AR,"PRAIRIE, AR",1,0,2.015306591,20.4988345,175880,49.45221445,84.17249417,14.40559441,0.132415581,58.27505828,23.31002331,0,0
2008,AR,"SEARCY, AR",1,0,3.500134623,26.03131213,209500,49.73906561,97.19184891,0.434890656,0.120824513,49.70178926,99.40357853,0,0
2008,AR,"LOGAN, AR",0,0,10,47.00934994,1060860,49.70089068,95.04586343,1.471174724,0.318688923,26.58749501,57.6062392,0,0
2008,AR,"NEWTON, AR",1,0,2.125629404,11.03157387,91540,50.69896361,97.38491203,0.445890576,0.101084176,48.2043866,60.25548325,0,0
2008,AR,"OUACHITA, AR",0,0,5.359999743,41.47846333,1068900,47.42724098,58.46720993,39.62359333,0.351674445,7.760962359,85.37058595,0,0
2008,AR,"PHILLIPS, AR",0,0,5.979842658,62.76905985,1356000,45.55848725,36.71712262,61.45905661,0.310539631,46.28986715,129.611628,0,0
2008,AR,"NEVADA, AR",0,0,1.786373405,20.86928033,191100,48.70590805,65.78573769,32.73998034,0.148209893,21.84121437,32.76182156,0,0
